version,phase_type,sheet_name,row_number,stock_code_raw_text,ticker,company_name,exchange,isin,currency,board_lot,category,subcategory,source_provider,rebuild_candidate_status,decision_reason
v2.12E,rebuild-only,ListOfSecurities,16624,68666,68666,JP#HSI RC2808H,HKEX,NLJPMSP0OOV6,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16625,68667,68667,UB#HSBC RC2804A,HKEX,CH1442172966,HKD,"4,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16626,68671,68671,UB#CITSERC2708A,HKEX,CH1442172826,HKD,"2,500",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16627,68672,68672,UB#HSI RC2709U,HKEX,CH1442172875,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16628,68673,68673,UB#POMRTRC2612B,HKEX,CH1547185210,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16629,68674,68674,UB#HSI RC2803M,HKEX,CH1442172883,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16630,68676,68676,UB#POMRTRC2612C,HKEX,CH1547185228,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16631,68677,68677,UB#HSI RC2803N,HKEX,CH1442172891,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16632,68678,68678,UB#HSI RC27116,HKEX,CH1442172909,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
v2.12E,rebuild-only,ListOfSecurities,16633,68679,68679,UB#HSI RC2711P,HKEX,CH1442172768,HKD,"10,000",Callable Bull/Bear Contracts,,hkex_securities_list,EXCLUDED,NON_EQUITY_CATEGORY_EXCLUDED
